record_key,doi,title,publication_year,record_type,families,screening_priority,title_priority_score,priority_reasons,source_type_bucket,source_type_next_action
doi:10.1111/aec.12082,10.1111/aec.12082,"Plant size, flowering synchrony and edge effects: What, how and where they affect the reproductive success of a Neotropical tree species",2013,article,mutualist,P2,6,timing_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1890/es13-00228.1,10.1890/es13-00228.1,Population fluctuations of moths and small rodents in relation to plant reproduction indices in southern Norway,2013,article,antagonist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3159/torrey-d-12-00061.1,10.3159/torrey-d-12-00061.1,"Reproductive biology of northern wild senna (Senna hebecarpa): Flowering phenology, fruit set, and a test for inbreeding depression1",2013,article,mutualist,P2,6,timing_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1126/science.1230200,10.1126/science.1230200,Wild Pollinators Enhance Fruit Set of Crops Regardless of Honey Bee Abundance,2013,article,mutualist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.26786/1920-7603(2012)16,10.26786/1920-7603(2012)16,Do abundance and proximity of the alien Impatiens glandulifera affect pollination and reproductive success of two sympatric co-flowering native species?,2012,article,mutualist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.5402/2012/461674,10.5402/2012/461674,Floral Phenology of Upper Amazon Cocoa Trees: Implications for Reproduction and Productivity of Cocoa,2012,article,mutualist,P2,6,timing_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/j.1365-2435.2011.01950.x,10.1111/j.1365-2435.2011.01950.x,Interspecific competition in pollination systems: costs to male fitness via pollen misplacement,2012,article,mutualist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s00442-010-1898-4,10.1007/s00442-010-1898-4,"Additive effects of herbivory, nectar robbing and seed predation on male and female fitness estimates of the host plant Ipomopsis aggregata.",2011,"Journal Article,Research Support, U.S. Gov't, Non-P.H.S.",antagonist;mutualist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
titleyear:estimating non target effects no detectable short term effect of feeding by cinnabar moth caterpillars on growth and reproduction of senecio triangularis|2011,,"Estimating Non-Target Effects: No Detectable, Short-Term Effect of Feeding by Cinnabar Moth Caterpillars on Growth and Reproduction of Senecio triangularis",2011,article,antagonist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1556/abot.53.2011.3-4.20,10.1556/abot.53.2011.3-4.20,"Flowering phenology, floral display and reproductive success ofIris sibirica",2011,article,mutualist,P2,6,timing_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.flora.2010.05.004,10.1016/j.flora.2010.05.004,"Population size, pollination and reproductive success in two endangered Genista species",2011,article,mutualist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s10682-011-9473-y,10.1007/s10682-011-9473-y,Rapid experimental shift in host use traits of a polyphagous marine herbivore reveals fitness costs on alternative hosts,2011,article,antagonist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
titleyear:reproduction pollination and seed predation of senna multijuga fabaceae in two protected areas in the brazilian atlantic forest|2011,,"Reproduction, pollination and seed predation of Senna multijuga (Fabaceae) in two protected areas in the Brazilian Atlantic forest.",2011,"Journal Article,Research Support, Non-U.S. Gov't",antagonist;mutualist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.jtbi.2011.01.013,10.1016/j.jtbi.2011.01.013,Synchronized reproduction promotes species coexistence through reproductive facilitation.,2011,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P2,6,timing_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.21608/ejarc.2010.215470,10.21608/ejarc.2010.215470,"EFFECT OF SELF, OPEN AND CROSS POLLINATION ON FRUIT SET OF THREE APPLE CULTIVARS IN SOUTH JORDAN",2010,article,mutualist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/j.1600-0706.2010.18777.x,10.1111/j.1600-0706.2010.18777.x,Effects of multiple competitors for pollination on bumblebee foraging patterns and Mimulus ringens reproductive success,2010,article,mutualist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.31421/ijhs/16/1/859,10.31421/ijhs/16/1/859,Effects of self and cross pollination on fruit set and fruit quality of sour cherry cultivars,2010,article,mutualist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.jinsphys.2010.06.006,10.1016/j.jinsphys.2010.06.006,"Relationship of flight and reproduction in beet armyworm, Spodoptera exigua (Lepidoptera: Noctuidae), a migrant lacking the oogenesis-flight syndrome",2010,article,antagonist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2135/cropsci2009.01.0003,10.2135/cropsci2009.01.0003,Bumble Bee Pollinators in Red Clover Seed Production,2009,article,mutualist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/j.1469-8137.2009.02964.x,10.1111/j.1469-8137.2009.02964.x,Fitness effects and genetic architecture of plant-herbivore interactions in sunflower crop-wild hybrids.,2009,"Journal Article,Research Support, U.S. Gov't, Non-P.H.S.",antagonist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1071/bt08154,10.1071/bt08154,"Implications of pollination by food and sexual deception for pollinator specificity, fruit set, population genetics and conservation of Caladenia (Orchidaceae)",2009,article,mutualist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/aob/mcp066,10.1093/aob/mcp066,Reproductive success of non-rewarding Cypripedium japonicum benefits from low spatial dispersion pattern and asynchronous flowering.,2009,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P2,6,timing_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1080/10440040902773178,10.1080/10440040902773178,"Seasonal and Spatial Occurrence of Aphid Natural Enemies in OrganicBrassicaFields: Diversity, Phenology, and Reproduction",2009,article,antagonist,P2,6,timing_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
titleyear:effect of pollination time on seed set in short glume sorghum in yola nigeria|2008,,"Effect of pollination time on seed set in short glume sorghum in Yola, Nigeria",2008,article,mutualist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s10592-008-9694-y,10.1007/s10592-008-9694-y,"Effects of population density on male and female reproductive success in the wind-pollinated, wind-dispersed tree species Betula maximowicziana",2008,article,mutualist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1303/jjaez.2008.77,10.1303/jjaez.2008.77,Phenology of Reproduction and the Lower Development Threshold in Carabus lewisianus Breuning,2008,article,antagonist,P2,6,timing_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1890/07-0555.1,10.1890/07-0555.1,"Predispersal seed herbivores, not pollinators, exert selection on floral traits via female fitness.",2008,"Journal Article,Research Support, Non-U.S. Gov't",antagonist;mutualist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s00606-007-0570-x,10.1007/s00606-007-0570-x,Autogamous seed set in a critically endangered orchid in Japan: pollination studies for the conservation of Nervilia nipponica,2007,article,mutualist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.24154/jhs.v2i1.637,10.24154/jhs.v2i1.637,Studies on Parental Synchronization in Flowering for Hybrid Seed Production in Onion (Allium cepa L.),2007,article,mutualist,P2,6,timing_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1663/0006-8101(2007)73[267:tposri]2.0.co;2,10.1663/0006-8101(2007)73[267:tposri]2.0.co;2,The Phenology of Sexual Reproduction in Ginkgo biloba: Ecological and Evolutionary Implications,2007,article,mutualist,P2,6,timing_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1126/science.1135520,10.1126/science.1135520,Anticipatory Reproduction and Population Growth in Seed Predators,2006,article,antagonist,P2,6,identified_partner_title;final_reproduction_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
